ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10067,2,1,1995,0,0,0,0,0,0,0,0,0,0
10068,1,1,1995,0,0,0,0,0,0,0,0,0,9
10069,0,1,1995,0,0,0,0,0,0,0,0,0,0
10069,1,1,1995,0,0,0,0,0,0,0,0,0,0
10070,0,1,1995,10,0,14,0,6,15,0,30,16,9
10070,1,1,1995,13,18,9,20,4,17,16,12,12,9
10071,1,1,1995,29,25,16,19,17,25,0,27,23,24
10072,1,1,1995,6,0,0,0,5,0,0,0,0,0
10073,1,1,1995,0,0,0,0,0,0,0,0,0,0
10074,1,1,1995,19,19,19,19,19,19,19,19,19,19
10075,0,1,1995,0,0,0,0,29,20,0,0,0,0
10075,1,1,1995,9,9,9,9,9,9,9,9,9,9
10076,1,1,1995,6,14,19,12,21,15,26,23,29,37
10077,1,1,1995,0,0,0,0,0,0,0,0,0,0
10077,2,1,1995,17,17,17,17,17,17,17,17,17,17
10078,1,1,1995,12,12,12,12,12,12,12,12,12,12
10079,1,1,1995,0,0,0,0,0,0,0,0,27,0
10080,1,1,1995,19,20,19,22,22,0,0,14,12,19
10081,1,1,1995,14,7,27,9,10,21,10,13,27,23
10082,1,1,1995,0,0,0,0,0,0,0,5,0,0
10082,2,1,1995,0,0,0,0,0,0,0,0,0,0
10083,1,1,1995,15,15,15,15,15,15,15,15,15,15
10083,2,1,1995,0,0,0,0,0,0,0,0,0,0
10084,1,1,1995,30,30,30,30,30,30,30,30,30,30
10085,1,1,1995,28,18,23,6,20,14,0,12,4,10
10086,1,1,1995,0,0,0,0,26,0,0,0,0,0
10087,1,1,1995,19,16,36,12,19,19,12,11,43,24
10088,1,1,1995,0,0,0,0,0,0,0,0,0,0
10089,1,1,1995,0,22,12,0,0,0,24,0,0,0
10090,1,1,1995,13,13,13,13,13,13,13,13,13,13
10090,2,1,1995,0,0,0,0,0,0,0,0,0,0
10091,1,1,1995,0,0,0,0,0,0,0,0,0,3
10091,2,1,1995,16,14,0,10,41,10,12,9,19,17
10092,1,1,1995,0,0,0,0,0,0,0,0,0,0
10092,2,1,1995,0,0,0,0,0,0,0,0,0,0
10093,1,1,1995,18,18,18,18,18,18,18,18,18,18
10094,1,1,1995,0,0,18,0,0,0,0,0,15,0
10095,1,1,1995,0,0,0,0,0,0,0,0,0,0
10095,2,1,1995,0,0,0,0,0,0,0,0,0,0
10096,1,1,1995,23,23,23,23,23,23,23,23,23,23
10097,1,1,1995,0,0,0,0,0,0,0,0,0,0
10097,2,1,1995,0,0,0,0,0,0,0,0,0,0
10098,1,1,1995,12,12,6,14,20,14,10,27,16,11
10099,1,1,1995,0,0,0,0,0,0,17,0,0,0
10099,2,1,1995,0,0,0,0,0,0,0,0,0,0
10100,1,1,1995,0,0,0,0,0,0,0,0,0,0
10101,1,1,1995,33,0,19,0,0,0,0,0,0,0
10102,1,1,1995,0,23,0,0,0,0,0,0,28,0
10102,2,1,1995,0,0,0,0,0,4,0,12,0,0
10103,1,1,1995,0,0,0,0,0,0,0,0,0,0
10104,1,1,1995,3,3,3,3,3,3,3,3,3,3
10104,2,1,1995,19,19,19,19,19,19,19,19,19,19
10105,1,1,1995,26,13,6,18,15,12,18,17,7,7
10105,2,1,1995,0,0,0,0,0,0,0,0,0,0
10106,1,1,1995,0,0,0,0,0,0,0,0,0,0
10107,0,1,1995,22,13,8,28,12,15,8,13,19,23
10107,1,1,1995,0,0,0,0,0,0,0,0,0,0
10108,1,1,1995,23,0,11,11,18,30,29,21,12,18
10109,1,1,1995,15,15,15,15,15,15,15,15,15,15
10110,1,1,1995,0,0,17,18,0,0,0,0,0,21
10111,1,1,1995,0,0,0,0,0,0,0,0,0,0
10111,2,1,1995,0,0,0,0,0,0,0,0,0,0
10112,1,1,1995,0,0,0,0,0,0,0,0,0,0
10112,2,1,1995,0,0,0,0,0,0,0,0,0,0
10112,3,1,1995,0,0,0,0,0,0,0,0,10,0
10113,0,1,1995,20,20,20,20,20,20,20,20,20,20
10113,1,1,1995,0,0,0,0,0,0,0,0,0,0
10114,1,1,1995,0,33,13,20,0,16,0,7,23,0
10114,2,1,1995,0,0,30,27,16,3,14,20,0,0
10114,3,1,1995,16,0,0,20,0,12,0,17,0,4
10115,1,1,1995,14,9,33,13,17,16,14,0,5,7
10115,2,1,1995,0,27,12,19,0,49,13,10,20,0
10116,1,1,1995,0,0,0,0,0,0,0,0,0,0
10116,2,1,1995,0,0,0,0,0,0,0,0,27,0
10117,1,1,1995,0,0,19,0,0,0,0,0,0,0
10117,2,1,1995,0,0,0,0,0,0,0,0,0,0
10118,1,1,1995,35,0,0,12,14,7,0,15,10,20
10118,2,1,1995,0,0,0,0,15,0,0,0,0,0
10119,1,1,1995,0,0,9,0,0,0,0,0,0,0
10119,2,1,1995,0,0,0,0,0,0,0,0,0,0
10120,1,1,1995,0,0,0,0,0,0,0,0,0,0
10120,2,1,1995,0,0,0,0,0,0,0,0,0,0
10121,1,1,1995,0,0,0,0,0,0,0,0,0,0
10122,1,1,1995,22,0,12,21,0,0,0,21,0,8
10122,2,1,1995,0,0,0,0,0,0,0,0,0,0
10122,3,1,1995,0,0,0,0,0,0,0,0,0,0
10123,1,1,1995,0,0,0,0,0,0,0,0,0,0
10123,2,1,1995,0,0,0,0,0,0,0,0,0,0
10124,1,1,1995,16,24,20,19,12,14,3,16,21,17
10125,1,1,1995,0,0,0,0,0,0,0,0,0,0
10125,2,1,1995,0,0,0,0,0,0,0,0,0,0
10126,1,1,1995,18,18,26,7,28,36,12,10,31,27
10126,2,1,1995,0,0,0,0,0,0,0,0,0,0
10127,1,1,1995,0,0,0,0,0,0,0,0,0,0
10127,2,1,1995,0,0,0,0,0,0,0,0,0,0
10128,1,1,1995,25,0,0,13,0,22,10,0,19,10
10129,1,1,1995,0,0,0,0,0,0,0,0,0,0
10129,2,1,1995,0,0,5,0,0,0,0,0,0,0
10130,1,1,1995,35,10,14,12,0,25,41,22,0,0
10130,2,1,1995,0,0,0,0,0,0,0,0,0,0
10131,1,1,1995,0,0,0,0,0,0,0,0,0,0
10131,2,1,1995,0,0,0,0,0,0,0,0,0,0
10132,1,1,1995,0,0,0,0,0,0,0,0,0,0
10132,2,1,1995,0,0,0,0,0,0,0,0,7,0
10133,1,1,1995,0,0,0,20,0,15,0,16,0,0
10134,1,1,1995,14,14,14,14,14,14,14,14,14,14
10135,0,1,1995,12,44,0,16,15,25,14,9,0,0
10135,1,1,1995,0,6,0,0,0,0,0,0,0,0
10136,1,1,1995,0,0,0,0,0,26,0,0,0,0
10136,2,1,1995,0,0,10,13,0,0,21,34,0,27
10137,1,1,1995,0,0,0,0,0,0,0,0,0,0
10137,2,1,1995,0,0,0,0,0,0,0,0,0,0
10138,1,1,1995,33,33,33,33,33,33,33,33,33,33
10139,1,1,1995,0,0,0,0,0,0,0,0,0,0
10139,2,1,1995,0,0,19,0,0,0,0,0,0,0
10140,1,1,1995,0,0,3,22,0,8,0,0,19,0
10141,1,1,1995,0,16,0,0,14,0,0,0,0,0
10141,2,1,1995,5,5,5,5,5,5,5,5,5,5
10142,1,1,1995,0,0,0,0,0,0,0,0,0,0
10143,1,1,1995,0,0,0,0,0,0,0,0,0,0
10143,2,1,1995,0,0,0,0,0,0,0,0,0,0
10144,1,1,1995,0,0,0,0,0,0,0,0,0,0
10144,2,1,1995,0,0,0,0,0,0,0,0,0,44
10144,3,1,1995,0,0,0,0,0,0,0,0,0,0
10145,1,1,1995,29,29,29,29,29,29,29,29,29,29
10145,2,1,1995,0,12,0,0,0,0,17,0,0,0
10146,1,1,1995,11,15,14,15,19,16,26,7,11,0
10147,1,1,1995,13,13,13,13,13,13,13,13,13,13
10148,1,1,1995,0,0,14,0,0,9,0,14,0,0
10149,1,1,1995,4,4,4,4,4,4,4,4,4,4
10150,1,1,1995,16,14,19,10,10,9,0,22,10,7
10150,2,1,1995,12,35,9,16,17,11,0,9,29,28
10151,1,1,1995,16,16,16,16,16,16,16,16,16,16
10152,1,1,1995,0,0,0,0,0,0,0,0,0,0
10152,2,1,1995,0,0,0,0,0,0,0,0,0,0
10153,1,1,1995,22,6,15,33,28,23,35,18,16,12
10154,0,1,1995,25,14,37,13,17,14,10,24,14,0
10154,1,1,1995,0,0,0,0,0,0,0,0,0,0
10155,1,1,1995,0,0,0,0,0,0,0,0,0,0
10155,2,1,1995,0,0,0,0,0,0,0,0,0,0
10156,1,1,1995,17,17,17,17,17,17,17,17,17,17
10156,2,1,1995,0,0,0,0,0,0,0,0,0,0
10157,1,1,1995,12,0,25,0,0,0,15,14,14,0
10158,1,1,1995,5,0,0,0,0,0,0,0,0,0
10158,2,1,1995,0,0,0,0,0,0,0,0,0,0
10159,1,1,1995,0,0,0,0,0,0,0,0,0,0
10160,1,1,1995,23,16,37,15,43,11,12,6,18,7
10161,1,1,1995,21,21,21,21,21,21,21,21,21,21
10162,1,1,1995,21,11,11,15,16,0,8,13,6,14
10163,1,1,1995,0,0,0,0,0,0,0,0,0,0
10163,2,1,1995,0,0,0,0,0,0,0,0,0,0
10163,3,1,1995,0,0,0,0,0,0,0,0,0,0
10163,4,1,1995,0,0,0,0,0,0,0,0,0,0
10164,0,1,1995,19,0,0,14,22,42,17,25,0,13
10164,1,1,1995,0,0,19,0,0,0,0,0,0,0
10165,1,1,1995,0,0,0,0,0,0,0,0,0,0
10165,2,1,1995,0,0,0,0,0,0,0,0,0,0
10166,1,1,1995,0,0,0,0,0,0,0,0,0,0
10166,2,1,1995,0,0,0,0,0,0,0,0,0,0
10167,1,1,1995,0,0,0,0,0,0,0,0,0,0
10168,1,1,1995,0,0,0,0,0,0,0,0,0,0
10168,2,1,1995,0,0,0,0,0,0,0,0,0,0
10168,3,1,1995,0,0,0,0,0,0,0,0,0,0
10169,1,1,1995,0,0,0,0,0,0,0,0,0,0
10169,2,1,1995,13,10,24,13,24,14,13,12,20,26
10170,1,1,1995,0,0,0,0,0,0,0,11,0,0
10170,2,1,1995,12,5,10,20,7,14,13,32,7,21
10171,1,1,1995,15,15,15,15,15,15,15,15,15,15
10172,1,1,1995,0,0,0,0,0,0,0,0,0,0
10172,2,1,1995,0,0,0,0,0,0,0,0,0,0
10173,1,1,1995,0,0,0,0,0,0,0,29,21,0
10174,1,1,1995,0,15,8,30,17,11,20,12,8,13
10174,2,1,1995,0,0,0,0,0,0,0,0,0,0
10175,1,1,1995,0,4,12,22,0,16,12,9,13,0
10175,2,1,1995,3,3,3,3,3,3,3,3,3,3
10176,1,1,1995,23,23,23,23,23,23,23,23,23,23
10177,1,1,1995,25,25,25,25,25,25,25,25,25,25
10177,2,1,1995,0,0,0,0,0,0,0,0,0,0
10178,1,1,1995,14,19,29,20,33,16,17,18,35,26
10179,1,1,1995,0,0,0,0,0,0,0,0,0,0
10179,2,1,1995,0,0,0,0,0,0,0,0,0,0
10180,1,1,1995,0,9,32,12,0,0,0,0,0,0
10181,0,1,1995,0,0,0,0,0,0,0,0,0,18
10181,1,1,1995,0,0,0,0,0,0,0,0,0,0
10182,1,1,1995,19,19,19,19,19,19,19,19,19,19
10183,1,1,1995,23,23,23,23,23,23,23,23,23,23
10184,1,1,1995,28,28,28,28,28,28,28,28,28,28
10186,1,1,1995,0,0,0,0,0,0,0,0,0,0
10187,1,1,1995,30,30,30,30,30,30,30,30,30,30
10188,1,1,1995,0,13,8,6,14,12,18,8,4,16
10189,0,1,1995,16,28,0,0,0,12,15,16,25,0
10189,1,1,1995,0,0,0,0,0,0,0,0,0,0
10190,1,1,1995,24,24,24,24,24,24,24,24,24,24
10191,1,1,1995,0,0,0,0,0,0,0,0,0,0
10191,2,1,1995,0,0,0,0,0,0,0,0,0,0
10192,1,1,1995,26,26,26,26,26,26,26,26,26,26
10192,2,1,1995,0,0,0,0,0,0,0,0,0,0
10193,1,1,1995,10,14,21,5,20,29,15,23,31,16
10194,1,1,1995,0,0,0,0,0,0,0,0,0,0
10195,1,1,1995,0,0,0,0,0,0,0,0,0,0
10195,2,1,1995,0,0,0,0,0,0,0,0,0,0
10195,3,1,1995,0,0,0,0,0,0,0,0,0,0
10196,1,1,1995,21,22,8,0,17,18,9,17,17,10
10197,1,1,1995,0,9,9,0,0,0,0,0,0,0
10198,0,1,1995,0,10,0,0,10,0,0,0,26,0
10198,1,1,1995,0,0,0,0,0,0,0,0,0,0
10199,1,1,1995,31,31,31,31,31,31,31,31,31,31
10199,2,1,1995,0,0,0,0,0,0,0,0,0,0
10200,1,1,1995,13,13,13,13,13,13,13,13,13,13
10201,1,1,1995,11,0,0,0,0,0,0,0,0,0
10202,1,1,1995,0,0,0,0,0,0,0,0,0,0
10202,2,1,1995,0,0,0,0,0,0,0,0,0,0
10203,1,1,1995,0,0,0,0,0,0,0,0,0,0
10203,2,1,1995,0,0,0,0,0,0,0,0,0,0
10204,1,1,1995,18,11,28,25,34,24,25,36,14,29
10205,1,1,1995,0,0,0,0,0,0,0,0,0,0
10205,2,1,1995,0,0,0,0,0,0,0,0,0,0
10206,1,1,1995,8,5,13,12,12,18,12,10,10,11
10206,2,1,1995,0,0,0,0,0,0,0,0,0,0
10207,1,1,1995,0,0,0,0,0,0,0,0,0,0
10207,2,1,1995,0,0,0,0,0,0,24,0,0,0
10208,1,1,1995,0,0,0,0,0,0,0,0,0,0
10208,2,1,1995,0,0,0,0,0,0,0,0,0,0
10209,1,1,1995,20,17,25,11,16,25,3,27,11,11
10209,2,1,1995,0,0,0,0,0,0,0,0,0,0
10210,1,1,1995,12,5,2,4,4,10,16,5,10,14
10211,1,1,1995,11,20,7,13,12,21,5,10,9,12
10211,2,1,1995,0,0,0,0,0,0,0,0,0,0
10212,1,1,1995,0,0,0,0,0,0,0,0,0,0
10212,2,1,1995,0,0,0,0,0,0,0,0,0,0
10213,1,1,1995,0,0,0,0,0,0,0,0,0,0
10214,1,1,1995,9,6,0,6,0,7,0,5,13,5
10214,2,1,1995,0,11,21,16,0,12,13,9,21,27
10215,1,1,1995,23,19,0,15,16,18,33,39,16,16
10216,1,1,1995,8,8,8,8,8,8,8,8,8,8
10216,2,1,1995,11,11,11,11,11,11,11,11,11,11
10217,1,1,1995,20,20,20,20,20,20,20,20,20,20
10217,2,1,1995,0,0,0,0,0,0,0,0,0,0
10218,1,1,1995,0,0,0,0,0,0,0,0,0,0
10219,1,1,1995,17,17,17,17,17,17,17,17,17,17
10219,2,1,1995,0,0,0,0,0,0,0,0,0,0
10220,1,1,1995,23,23,23,23,23,23,23,23,23,23
10220,2,1,1995,0,0,0,0,0,0,0,0,0,0
10221,1,1,1995,0,0,0,0,0,0,0,0,0,0
10222,1,1,1995,0,0,0,0,0,0,0,0,0,0
10223,1,1,1995,0,0,0,0,7,14,0,0,0,23
10223,2,1,1995,0,9,0,0,0,0,0,0,0,16
10224,0,1,1995,24,18,24,0,22,12,11,0,25,24
10224,1,1,1995,21,21,21,21,21,21,21,21,21,21
10225,1,1,1995,10,0,0,0,0,0,0,9,0,0
10226,1,1,1995,6,0,20,0,0,25,0,19,0,0
10227,1,1,1995,5,5,5,5,5,5,5,5,5,5
10228,1,1,1995,0,0,0,6,0,0,0,0,0,8
10228,2,1,1995,24,16,7,40,16,8,9,20,20,21
10229,1,1,1995,0,0,0,0,0,28,0,0,15,0
10230,1,1,1995,0,0,0,0,0,0,0,0,0,0
10231,0,1,1995,14,34,26,27,0,29,27,18,9,15
10231,0,2,1995,8,8,8,8,8,8,8,8,8,8
10231,1,1,1995,0,0,0,0,0,0,0,0,0,18
10232,0,1,1995,0,0,25,0,17,0,21,0,0,0
10232,0,2,1995,0,14,38,0,8,0,19,7,0,0
10232,1,1,1995,7,7,7,7,7,7,7,7,7,7
10232,2,1,1995,0,0,0,0,0,0,0,0,0,0
10233,1,1,1995,31,31,31,31,31,31,31,31,31,31
10234,1,1,1995,0,0,0,0,0,0,29,5,0,30
10235,1,1,1995,24,24,24,24,24,24,24,24,24,24
10236,1,1,1995,0,0,0,0,0,0,0,0,0,0
10237,1,1,1995,14,14,14,14,14,14,14,14,14,14
10238,1,1,1995,0,0,0,0,0,0,0,0,0,0
10238,2,1,1995,0,0,0,0,0,0,0,0,0,0
10239,1,1,1995,0,0,0,15,0,0,0,0,0,0
10240,1,1,1995,0,0,5,0,0,0,0,0,0,0
10241,1,1,1995,0,0,0,0,0,0,0,0,0,0
10242,1,1,1995,4,0,0,0,0,0,0,0,0,0
10242,2,1,1995,0,0,0,0,0,0,0,0,0,0
10243,1,1,1995,18,31,24,17,17,0,14,0,16,11
10244,1,1,1995,0,0,0,0,0,0,0,15,0,0
10245,1,1,1995,25,26,10,25,30,12,24,22,9,14
10246,1,1,1995,0,0,0,0,0,0,0,0,0,0
10246,2,1,1995,0,0,0,0,0,0,0,0,0,0
10247,1,1,1995,0,0,0,6,0,0,0,0,0,0
10248,1,1,1995,0,0,0,0,0,0,0,0,0,0
10248,2,1,1995,0,0,0,0,0,0,0,0,0,0
10249,1,1,1995,0,0,0,0,0,0,0,0,0,0
10249,2,1,1995,0,0,0,0,0,0,0,0,0,0
10249,3,1,1995,0,0,0,0,0,0,0,0,0,0
10249,4,1,1995,0,0,0,0,0,0,0,0,0,0
10250,1,1,1995,0,0,0,0,0,0,0,0,0,0
10251,1,1,1995,29,29,29,29,29,29,29,29,29,29
10252,1,1,1995,0,0,0,0,0,0,0,0,0,0
10252,2,1,1995,0,0,0,0,0,0,0,0,0,0
10253,0,1,1995,27,27,27,27,27,27,27,27,27,27
10253,1,1,1995,0,0,0,0,0,0,0,0,0,0
10254,1,1,1995,14,0,0,0,0,0,0,0,0,0
10254,2,1,1995,0,7,26,0,0,0,0,0,0,0
10254,3,1,1995,0,0,0,0,0,0,0,0,0,0
10255,1,1,1995,17,23,10,33,13,20,18,29,18,8
10256,1,1,1995,0,0,0,0,0,0,0,0,0,0
10257,0,1,1995,0,0,0,0,0,0,0,0,0,0
10257,1,1,1995,0,0,0,0,0,0,0,0,0,0
10258,1,1,1995,0,0,0,0,0,0,0,0,36,19
10259,1,1,1995,0,0,0,0,21,0,0,0,0,0
10259,2,1,1995,0,0,0,0,0,0,0,0,0,0
10260,1,1,1995,0,0,0,0,0,20,0,0,0,0
10261,1,1,1995,2,13,17,6,12,21,19,14,24,0
10262,1,1,1995,0,0,0,0,0,0,0,0,0,0
10263,1,1,1995,0,0,0,0,0,0,0,0,0,0
10263,2,1,1995,0,0,0,0,0,0,0,0,0,0
10264,1,1,1995,0,0,0,0,0,0,0,0,0,0
10264,2,1,1995,0,0,0,0,0,0,0,0,0,0
10265,1,1,1995,0,0,0,0,0,0,0,0,0,0
10265,2,1,1995,0,0,0,0,0,0,0,0,0,0
10266,0,1,1995,40,31,30,20,4,12,6,28,30,12
10266,1,1,1995,0,0,0,0,0,0,0,0,0,0
10266,2,1,1995,10,0,4,4,0,9,23,12,7,18
10267,1,1,1995,0,0,0,0,17,0,0,19,0,0
10267,2,1,1995,0,0,0,0,0,0,0,0,0,0
10267,3,1,1995,0,0,0,0,0,0,0,0,0,0
10268,1,1,1995,23,0,0,0,0,0,18,15,0,0
10268,2,1,1995,0,0,0,0,0,0,0,0,0,0
10269,0,1,1995,0,0,0,0,0,0,0,0,0,0
10269,1,1,1995,0,0,0,0,0,0,0,0,0,0
10270,1,1,1995,0,0,0,0,0,0,0,0,0,0
10271,1,1,1995,19,19,19,19,19,19,19,19,19,19
10271,2,1,1995,16,0,18,0,30,0,13,6,0,0
10272,1,1,1995,0,0,0,0,0,0,0,0,0,0
10273,1,1,1995,0,0,0,0,0,0,0,0,0,0
10273,2,1,1995,0,0,0,0,0,0,0,0,0,0
10274,1,1,1995,0,0,0,0,0,0,0,0,0,0
10275,1,1,1995,0,0,0,12,0,19,28,0,12,10
10276,1,1,1995,17,17,17,17,17,17,17,17,17,17
10277,1,1,1995,0,0,0,0,0,0,0,0,0,0
10277,2,1,1995,0,0,0,0,0,0,0,0,0,0
10277,3,1,1995,0,0,0,0,0,0,0,0,0,0
10278,1,1,1995,5,7,14,17,2,4,13,0,19,29
10278,2,1,1995,0,0,0,0,0,18,0,0,0,0
10279,1,1,1995,0,0,0,0,0,0,0,0,0,0
10279,2,1,1995,0,0,0,0,0,0,0,0,0,0
10280,1,1,1995,13,13,13,13,13,13,13,13,13,13
10280,2,1,1995,0,0,0,0,0,0,0,18,9,0
10280,3,1,1995,0,0,0,0,0,0,0,0,0,0
10281,1,1,1995,28,28,28,28,28,28,28,28,28,28
10282,1,1,1995,0,0,0,0,0,0,0,0,0,0
10282,2,1,1995,9,0,0,0,0,8,0,0,0,0
10282,3,1,1995,0,0,0,0,0,0,0,0,0,0
10283,1,1,1995,0,0,0,0,13,21,16,0,0,0
10284,1,1,1995,0,12,0,0,0,7,18,26,0,14
10286,1,1,1995,9,25,25,21,18,22,14,18,22,18
10287,1,1,1995,0,0,0,0,0,0,0,0,0,0
10287,2,1,1995,0,0,0,0,0,0,0,0,0,0
10288,1,1,1995,0,0,0,0,0,0,0,0,0,0
10289,1,1,1995,41,21,0,34,17,14,28,0,8,23
10290,1,1,1995,0,0,0,0,0,0,0,0,0,0
10290,2,1,1995,0,0,0,0,0,0,0,0,0,0
10291,0,1,1995,0,0,0,0,0,0,0,0,0,0
10291,1,1,1995,0,0,0,0,0,0,0,0,0,0
10292,0,1,1995,0,0,0,0,0,0,0,0,0,0
10292,1,1,1995,6,0,15,0,0,16,0,0,0,11
10293,1,1,1995,0,0,0,0,0,0,0,0,0,0
10293,2,1,1995,0,0,0,0,0,0,0,0,0,0
10294,1,1,1995,0,0,0,0,0,0,0,0,0,0
10294,2,1,1995,0,0,0,0,0,0,0,0,0,0
10295,1,1,1995,0,0,0,0,0,0,0,0,0,0
10295,2,1,1995,0,0,0,0,0,0,0,0,0,0
