ST_CASE,VEH_NO,PER_NO,YEAR,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
63070,1,1,1990,6,6,6,6,6,6,6,6,6,6
63071,1,1,1990,0,0,0,0,0,0,0,0,5,0
63071,2,1,1990,0,0,0,0,0,0,16,0,0,0
63072,0,1,1990,0,0,0,0,0,0,0,0,0,0
63072,1,1,1990,0,0,0,0,0,0,0,0,0,0
63073,1,1,1990,0,0,0,0,0,0,0,0,0,0
63073,2,1,1990,0,0,0,0,0,0,0,0,0,0
63074,1,1,1990,0,0,0,0,0,0,0,0,0,0
63074,2,1,1990,0,0,0,0,0,0,0,0,0,0
63074,3,1,1990,0,0,0,0,0,0,0,0,0,0
63075,1,1,1990,17,7,16,11,16,10,12,17,14,12
63076,1,1,1990,2,2,2,2,2,2,2,2,2,2
63077,1,1,1990,20,41,23,5,34,0,33,14,17,21
63078,1,1,1990,0,0,0,0,0,0,0,0,0,0
63078,2,1,1990,0,0,0,0,0,0,0,0,0,0
63078,3,1,1990,0,0,0,0,0,0,0,0,0,0
63078,4,1,1990,0,0,0,0,0,0,0,0,0,0
63079,0,1,1990,0,28,0,0,0,0,0,0,0,39
63079,1,1,1990,0,0,0,0,5,0,0,0,0,0
63080,1,1,1990,0,0,0,0,0,0,0,0,0,0
63080,2,1,1990,0,0,14,0,0,0,7,0,0,7
63081,0,1,1990,19,19,19,19,19,19,19,19,19,19
63081,1,1,1990,0,0,0,0,0,0,0,0,0,0
63082,1,1,1990,15,15,15,15,15,15,15,15,15,15
63083,1,1,1990,12,12,12,12,12,12,12,12,12,12
63084,1,1,1990,0,0,0,0,0,15,0,0,0,0
63085,0,1,1990,0,12,0,0,15,0,0,0,0,0
63085,0,2,1990,0,0,0,0,0,0,0,0,0,0
63085,1,1,1990,0,0,0,0,0,0,0,0,0,0
63086,0,1,1990,22,31,24,11,34,41,13,33,17,21
63086,1,1,1990,0,0,15,0,0,0,15,0,0,0
63087,1,1,1990,0,0,0,0,0,0,0,0,0,0
63088,0,1,1990,0,0,0,0,0,0,0,0,0,0
63088,1,1,1990,13,13,13,13,13,13,13,13,13,13
63089,1,1,1990,0,0,0,0,0,13,0,14,0,0
63090,0,1,1990,22,22,22,22,22,22,22,22,22,22
63090,1,1,1990,0,0,0,0,16,0,0,0,0,0
63091,0,1,1990,0,0,0,0,0,0,0,0,0,0
63091,1,1,1990,0,0,0,18,0,0,0,0,0,0
63092,0,1,1990,0,0,0,0,0,0,0,0,0,0
63092,1,1,1990,0,0,0,0,0,0,0,0,0,6
63093,1,1,1990,0,0,22,9,0,12,0,18,20,22
63094,1,1,1990,25,25,25,25,25,25,25,25,25,25
63095,1,1,1990,0,0,0,0,0,0,0,0,0,0
63095,2,1,1990,0,0,0,0,0,0,0,0,0,0
63096,0,1,1990,0,0,0,0,0,0,0,0,0,0
63096,1,1,1990,0,0,0,0,0,0,0,0,0,0
63097,1,1,1990,1,1,1,1,1,1,1,1,1,1
63097,2,1,1990,0,0,0,0,0,0,0,0,0,0
63098,0,1,1990,10,10,10,10,10,10,10,10,10,10
63098,1,1,1990,13,5,8,33,18,28,18,33,24,31
63099,1,1,1990,12,12,12,12,12,12,12,12,12,12
63100,1,1,1990,16,16,16,16,16,16,16,16,16,16
63101,1,1,1990,16,16,16,16,16,16,16,16,16,16
63101,2,1,1990,0,0,0,0,0,0,0,0,0,0
63102,1,1,1990,0,0,0,0,0,0,0,9,0,0
63102,2,1,1990,42,42,42,42,42,42,42,42,42,42
63103,1,1,1990,0,0,0,0,0,0,0,0,0,0
63103,2,1,1990,0,0,0,0,0,0,0,0,0,0
63104,0,1,1990,34,34,34,34,34,34,34,34,34,34
63104,1,1,1990,15,21,0,0,0,0,13,0,0,18
63105,1,1,1990,0,0,0,0,0,0,0,0,0,0
63105,2,1,1990,0,0,0,0,0,17,0,0,0,0
63106,1,1,1990,0,0,0,0,0,0,0,0,0,0
63106,2,1,1990,0,0,0,0,0,0,0,0,0,0
63107,0,1,1990,14,20,7,8,34,8,15,25,20,28
63107,1,1,1990,0,0,0,0,17,0,0,0,0,0
63107,2,1,1990,0,14,0,0,0,0,0,0,0,0
63107,3,1,1990,0,0,5,0,0,0,7,0,0,25
63108,1,1,1990,13,13,13,13,13,13,13,13,13,13
63109,1,1,1990,0,0,0,0,0,0,0,0,0,0
63110,1,1,1990,20,20,20,20,20,20,20,20,20,20
63111,1,1,1990,4,4,4,4,4,4,4,4,4,4
63111,2,1,1990,0,0,0,0,0,0,0,0,0,0
63112,1,1,1990,24,24,24,24,24,24,24,24,24,24
63112,2,1,1990,0,0,0,0,0,19,0,6,0,0
63112,3,1,1990,0,7,0,0,0,0,0,0,0,0
63113,1,1,1990,11,11,11,11,11,11,11,11,11,11
63113,2,1,1990,11,11,11,11,11,11,11,11,11,11
63113,3,1,1990,10,0,0,0,5,0,0,0,0,0
63113,4,1,1990,0,0,0,0,0,0,0,0,0,0
63114,0,1,1990,0,0,0,0,0,0,0,0,0,0
63114,0,2,1990,0,0,0,0,0,0,0,0,0,0
63114,1,1,1990,9,9,9,9,9,9,9,9,9,9
63115,1,1,1990,1,1,1,1,1,1,1,1,1,1
63115,2,1,1990,4,4,4,4,4,4,4,4,4,4
63116,1,1,1990,0,0,0,0,0,0,0,0,0,0
63117,1,1,1990,0,0,0,0,0,0,0,0,0,0
63118,0,1,1990,0,0,0,0,0,0,0,0,0,0
63118,1,1,1990,0,0,0,0,13,0,0,0,0,27
63119,0,1,1990,0,0,0,0,0,0,0,0,0,0
63119,1,1,1990,0,0,0,0,0,0,0,0,0,0
63120,0,1,1990,22,13,7,9,24,15,21,24,7,38
63120,1,1,1990,0,0,0,0,0,0,0,0,0,0
63121,0,1,1990,0,0,0,0,0,0,0,0,0,0
63121,1,1,1990,0,0,0,0,0,0,0,16,13,0
63122,1,1,1990,9,9,9,9,9,9,9,9,9,9
63123,0,1,1990,23,23,23,23,23,23,23,23,23,23
63123,1,1,1990,0,0,18,25,21,0,0,21,21,0
63124,0,14,1990,0,0,0,0,0,0,0,0,0,0
63124,1,1,1990,2,2,2,2,2,2,2,2,2,2
63125,1,1,1990,27,27,27,27,27,27,27,27,27,27
63126,1,1,1990,17,17,17,17,17,17,17,17,17,17
63126,2,1,1990,0,0,0,0,0,0,0,0,0,0
63126,3,1,1990,0,0,0,9,0,0,0,0,0,0
63127,0,1,1990,0,0,0,0,0,0,0,0,0,0
63127,1,1,1990,0,0,0,0,0,0,0,0,0,0
63128,0,1,1990,0,0,0,0,0,0,0,0,0,0
63128,1,1,1990,0,0,0,0,17,0,19,0,0,0
63129,0,1,1990,0,0,0,0,0,0,0,0,0,0
63129,1,1,1990,0,0,0,0,0,0,0,0,0,0
63130,1,1,1990,27,27,27,27,27,27,27,27,27,27
63131,0,1,1990,0,0,0,0,0,0,0,0,0,27
63131,1,1,1990,0,0,0,0,0,0,0,0,0,0
63132,1,1,1990,0,0,0,0,0,0,0,0,0,0
63133,1,1,1990,0,0,0,0,0,0,0,0,0,0
63133,2,1,1990,0,0,0,0,0,14,0,0,0,9
63134,1,1,1990,0,0,0,0,0,0,0,0,0,0
63134,2,1,1990,0,0,0,0,0,0,0,0,0,0
63135,1,1,1990,0,0,0,0,0,0,0,0,0,0
63135,2,1,1990,0,0,0,0,0,0,0,0,0,0
63136,1,1,1990,0,0,0,0,0,0,0,0,0,0
63136,2,1,1990,0,0,0,0,0,0,11,0,0,0
63137,1,1,1990,4,4,4,4,4,4,4,4,4,4
63138,1,1,1990,0,0,0,0,0,0,0,0,0,0
63138,2,1,1990,0,11,0,0,0,0,11,0,0,0
63139,1,1,1990,30,30,30,30,30,30,30,30,30,30
63140,0,1,1990,0,0,0,0,0,0,0,0,0,0
63140,1,1,1990,22,22,22,22,22,22,22,22,22,22
63141,1,1,1990,0,0,0,0,0,0,0,0,0,0
63142,0,1,1990,0,0,0,0,0,0,0,0,0,0
63142,1,1,1990,0,0,0,0,0,0,0,0,22,0
63143,1,1,1990,0,0,0,0,0,0,0,0,0,0
63143,2,1,1990,0,0,0,0,0,0,0,0,0,0
63143,3,1,1990,0,0,0,0,0,0,0,0,0,0
63143,4,1,1990,0,0,0,0,0,0,0,0,0,0
63143,5,1,1990,0,0,0,0,12,0,0,0,0,0
63144,1,1,1990,0,0,0,0,0,0,0,0,0,0
63144,2,1,1990,0,0,0,0,0,0,0,0,0,0
63145,1,1,1990,0,0,0,0,0,0,0,0,0,0
63146,1,1,1990,0,0,0,0,0,0,0,0,0,0
63147,0,1,1990,7,7,7,7,7,7,7,7,7,7
63147,1,1,1990,0,0,0,0,0,14,0,0,0,0
63148,1,1,1990,23,23,23,23,23,23,23,23,23,23
63148,2,1,1990,0,0,0,0,0,0,0,0,0,0
63149,1,1,1990,30,30,30,30,30,30,30,30,30,30
63150,1,1,1990,0,0,0,0,0,4,0,0,0,0
63150,2,1,1990,0,0,0,0,0,0,0,0,0,0
63151,1,1,1990,20,20,20,20,20,20,20,20,20,20
63152,1,1,1990,0,0,0,0,0,0,0,0,0,0
63152,2,1,1990,0,0,0,0,0,0,0,0,0,0
63152,3,1,1990,0,0,0,0,0,0,0,0,0,0
63152,4,1,1990,0,0,0,0,0,0,0,0,0,0
63153,1,1,1990,0,0,0,0,0,0,0,0,0,0
63153,2,1,1990,0,0,0,0,0,0,0,0,0,0
63153,3,1,1990,0,0,0,0,0,0,0,0,0,0
63154,1,1,1990,12,12,12,12,12,12,12,12,12,12
63155,1,1,1990,0,0,0,0,0,0,0,0,0,0
63156,1,1,1990,0,0,0,0,0,0,0,0,0,0
63157,1,1,1990,2,0,0,0,0,0,0,0,0,0
63157,2,1,1990,0,0,0,0,0,0,0,0,0,0
63158,1,1,1990,14,14,14,14,14,14,14,14,14,14
63158,2,1,1990,0,0,0,0,0,0,0,0,0,16
63158,3,1,1990,0,0,0,0,0,0,0,0,0,0
63159,1,1,1990,8,8,8,8,8,8,8,8,8,8
63160,1,1,1990,20,20,20,20,20,20,20,20,20,20
63161,1,1,1990,12,12,12,12,12,12,12,12,12,12
63162,0,1,1990,14,14,14,14,14,14,14,14,14,14
63162,1,1,1990,11,0,13,0,19,9,0,20,24,0
63163,1,1,1990,0,0,0,0,0,0,0,0,0,0
63163,2,1,1990,0,0,0,0,0,0,0,0,0,0
63164,1,1,1990,2,2,2,2,2,2,2,2,2,2
63165,1,1,1990,0,0,0,0,0,0,0,0,0,0
63165,2,1,1990,0,0,0,0,0,0,0,0,0,0
63166,0,1,1990,13,13,13,13,13,13,13,13,13,13
63166,0,2,1990,0,0,0,0,0,0,0,0,0,0
63166,1,1,1990,0,0,0,0,0,0,0,9,0,0
63166,2,1,1990,0,0,0,0,0,0,0,0,0,0
63167,1,1,1990,12,12,12,12,12,12,12,12,12,12
63168,1,1,1990,15,15,15,15,15,15,15,15,15,15
63169,1,1,1990,14,0,0,0,0,0,4,0,0,0
63170,1,1,1990,0,0,0,0,0,0,0,0,0,0
63170,2,1,1990,0,4,0,0,0,0,0,0,0,0
63171,1,1,1990,22,22,22,22,22,22,22,22,22,22
63172,1,1,1990,26,26,26,26,26,26,26,26,26,26
63173,1,1,1990,0,0,0,0,0,0,0,0,0,0
63174,1,1,1990,19,19,19,19,19,19,19,19,19,19
63174,2,1,1990,4,4,4,4,4,4,4,4,4,4
63175,1,1,1990,20,20,20,20,20,20,20,20,20,20
63176,1,1,1990,17,17,17,17,17,17,17,17,17,17
63176,2,1,1990,0,0,0,0,0,0,0,0,0,0
63177,1,1,1990,33,33,33,33,33,33,33,33,33,33
63178,1,1,1990,10,10,10,10,10,10,10,10,10,10
63179,1,1,1990,28,28,28,28,28,28,28,28,28,28
63180,1,1,1990,27,27,27,27,27,27,27,27,27,27
63180,2,1,1990,0,0,0,0,0,0,0,0,0,0
63181,1,1,1990,11,11,11,11,11,11,11,11,11,11
63181,2,1,1990,0,0,0,0,0,0,0,0,0,0
63182,1,1,1990,25,25,25,25,25,25,25,25,25,25
63183,1,1,1990,0,0,0,0,6,0,0,0,0,0
63183,2,1,1990,0,0,26,0,0,0,0,0,0,0
63183,3,1,1990,0,0,0,0,0,0,0,0,0,0
63184,1,1,1990,0,0,0,0,0,0,0,0,0,0
63184,2,1,1990,0,0,0,0,0,0,0,0,0,0
63185,1,1,1990,0,0,0,0,0,0,0,0,0,0
63185,2,1,1990,0,0,0,0,0,0,0,0,0,0
63186,1,1,1990,14,14,14,14,14,14,14,14,14,14
63186,2,1,1990,0,0,0,0,0,0,0,0,0,0
63187,1,1,1990,0,0,0,0,0,0,0,0,0,0
63188,1,1,1990,18,18,18,18,18,18,18,18,18,18
63189,1,1,1990,10,10,10,10,10,10,10,10,10,10
63190,1,1,1990,21,21,21,21,21,21,21,21,21,21
63190,2,1,1990,0,12,0,0,0,0,28,0,0,0
63191,1,1,1990,17,17,17,17,17,17,17,17,17,17
63191,2,1,1990,19,19,19,19,19,19,19,19,19,19
63192,1,1,1990,0,0,0,0,0,0,0,0,0,0
63193,1,1,1990,0,0,0,0,0,0,0,0,0,0
63194,0,1,1990,0,0,0,0,0,0,0,0,0,0
63194,1,1,1990,2,0,0,0,0,0,0,0,0,0
63195,1,1,1990,0,0,0,0,0,0,0,0,0,0
63195,2,1,1990,15,0,0,0,0,0,0,0,0,0
63196,1,1,1990,22,22,22,22,22,22,22,22,22,22
63196,2,1,1990,0,0,0,0,0,0,0,0,0,0
63197,1,1,1990,0,0,0,0,0,0,0,0,0,0
63197,2,1,1990,0,0,0,13,0,0,0,0,0,0
63198,1,1,1990,0,36,0,0,0,0,0,0,0,0
63199,1,1,1990,0,0,0,0,0,0,0,0,0,0
63199,2,1,1990,0,0,0,0,0,0,0,0,0,0
63200,1,1,1990,0,0,0,0,0,0,0,0,0,0
63201,0,1,1990,0,0,0,0,0,0,0,0,0,0
63201,0,2,1990,0,10,0,0,0,0,5,0,0,0
63201,1,1,1990,11,11,11,11,11,11,11,11,11,11
63202,0,1,1990,0,0,0,0,0,0,0,0,0,0
63202,1,1,1990,12,12,12,12,12,12,12,12,12,12
63203,1,1,1990,0,0,0,0,0,0,0,0,0,0
63203,2,1,1990,0,0,0,0,0,0,0,0,0,0
63204,0,1,1990,0,0,0,0,0,0,0,0,0,0
63204,1,1,1990,0,0,0,0,0,0,0,0,0,0
63205,1,1,1990,0,0,0,0,0,0,0,0,0,0
63205,2,1,1990,2,0,0,0,0,0,9,0,8,0
63206,0,1,1990,0,0,0,0,0,0,0,0,0,0
63206,1,1,1990,0,0,0,0,0,0,0,0,0,0
63207,1,1,1990,10,10,10,10,10,10,10,10,10,10
63207,2,1,1990,0,0,0,0,0,0,0,0,0,0
63208,0,1,1990,0,0,0,0,0,0,0,0,0,0
63208,1,1,1990,0,0,0,0,0,0,0,0,0,0
63209,0,1,1990,36,36,36,36,36,36,36,36,36,36
63209,1,1,1990,0,0,0,0,0,0,0,0,0,0
63210,1,1,1990,7,7,7,7,7,7,7,7,7,7
63211,1,1,1990,7,7,7,7,7,7,7,7,7,7
63212,1,1,1990,0,0,0,0,0,0,0,0,0,0
63212,2,1,1990,0,0,0,0,0,0,0,0,0,0
63213,1,1,1990,0,0,0,0,0,0,0,0,0,0
63214,1,1,1990,17,17,17,17,17,17,17,17,17,17
63214,2,1,1990,0,0,0,0,0,0,0,0,0,0
63215,0,1,1990,0,0,0,0,0,0,0,0,0,0
63215,1,1,1990,0,0,0,0,0,0,0,0,0,0
63216,0,1,1990,21,21,21,21,21,21,21,21,21,21
63216,1,1,1990,0,11,13,19,16,24,0,18,21,29
63217,0,1,1990,19,19,19,19,19,19,19,19,19,19
63217,1,1,1990,10,0,0,0,0,0,0,0,0,0
63218,0,1,1990,0,0,0,0,0,0,0,0,0,0
63218,1,1,1990,0,0,0,0,24,0,9,0,0,26
63219,1,1,1990,9,9,9,9,9,9,9,9,9,9
63220,1,1,1990,3,3,3,3,3,3,3,3,3,3
63220,2,1,1990,0,0,0,0,0,0,0,0,0,0
63221,0,1,1990,0,0,0,0,0,0,0,0,0,0
63221,1,1,1990,0,0,0,0,0,0,0,0,0,0
63222,1,1,1990,0,0,0,0,0,0,0,0,0,0
63222,2,1,1990,0,0,0,0,0,0,0,0,0,0
63223,1,1,1990,8,0,0,0,0,0,0,15,0,0
63223,2,1,1990,22,22,22,22,22,22,22,22,22,22
63224,0,1,1990,16,48,22,24,33,17,30,7,29,19
63224,1,1,1990,0,0,0,0,5,0,36,0,13,0
63225,1,1,1990,11,11,11,11,11,11,11,11,11,11
63226,1,1,1990,19,19,19,19,19,19,19,19,19,19
63227,1,1,1990,0,0,0,0,0,0,0,0,0,0
63228,1,1,1990,8,8,8,8,8,8,8,8,8,8
63229,1,1,1990,16,16,16,16,16,16,16,16,16,16
63230,1,1,1990,0,0,0,0,0,0,0,0,0,0
63230,2,1,1990,0,0,0,0,0,0,0,0,0,0
63231,1,1,1990,15,15,15,15,15,15,15,15,15,15
63232,1,1,1990,0,0,0,0,0,0,0,0,0,0
63232,2,1,1990,0,0,0,0,0,0,0,0,0,0
63233,1,1,1990,16,16,16,16,16,16,16,16,16,16
63234,1,1,1990,15,15,15,15,15,15,15,15,15,15
63235,0,1,1990,0,0,0,0,0,0,0,0,0,0
63235,1,1,1990,0,24,0,27,0,13,14,0,0,0
63236,0,1,1990,25,25,25,25,25,25,25,25,25,25
63236,1,1,1990,4,0,6,0,15,13,0,9,10,36
63236,2,1,1990,8,19,0,11,0,0,0,11,0,11
63237,1,1,1990,15,15,25,18,7,27,17,32,21,12
63238,1,1,1990,8,8,8,8,8,8,8,8,8,8
63239,1,1,1990,6,6,6,6,6,6,6,6,6,6
63240,1,1,1990,11,11,11,11,11,11,11,11,11,11
63241,1,1,1990,0,0,0,0,0,0,0,0,0,0
63242,1,1,1990,8,8,8,8,8,8,8,8,8,8
63243,1,1,1990,21,21,21,21,21,21,21,21,21,21
63243,2,1,1990,0,0,18,21,21,22,0,0,0,0
63244,1,1,1990,0,0,0,0,0,0,0,0,0,0
63245,0,1,1990,0,0,0,0,0,0,0,0,0,0
63245,1,1,1990,0,0,0,0,0,0,0,12,0,0
63246,0,1,1990,26,26,26,26,26,26,26,26,26,26
63246,1,1,1990,0,0,0,0,0,0,0,0,4,0
63247,1,1,1990,24,24,24,24,24,24,24,24,24,24
63248,1,1,1990,17,17,17,17,17,17,17,17,17,17
63249,1,1,1990,17,17,17,17,17,17,17,17,17,17
63250,1,1,1990,0,0,0,0,0,0,0,0,0,0
63251,0,1,1990,0,0,0,0,0,0,0,0,0,0
63251,1,1,1990,0,0,0,0,0,0,0,0,0,0
63252,1,1,1990,0,0,0,0,0,0,0,0,0,0
63253,1,1,1990,0,0,0,0,0,0,0,0,0,0
63254,1,1,1990,14,14,14,14,14,14,14,14,14,14
63254,2,1,1990,0,0,0,0,0,0,0,0,0,0
63255,1,1,1990,22,22,22,22,22,22,22,22,22,22
63256,1,1,1990,0,0,0,0,0,0,0,0,0,0
63257,1,1,1990,0,0,0,0,0,9,0,0,0,0
63257,2,1,1990,0,0,0,0,0,0,0,0,0,0
63258,0,1,1990,0,0,0,0,0,0,0,0,0,0
63258,1,1,1990,0,0,0,0,0,0,0,0,0,0
63259,0,1,1990,0,0,0,0,0,0,0,0,0,0
63259,1,1,1990,0,0,0,0,0,0,0,0,0,0
63260,1,1,1990,0,0,0,0,0,0,0,0,0,0
63260,2,1,1990,0,0,0,0,0,0,0,0,11,0
63261,0,1,1990,0,0,0,0,0,0,0,0,0,0
63261,1,1,1990,0,0,0,0,0,8,0,0,0,15
63262,0,1,1990,18,18,18,18,18,18,18,18,18,18
63262,1,1,1990,0,0,0,0,0,0,0,0,0,0
63263,1,1,1990,0,0,0,0,0,0,0,0,0,0
63263,2,1,1990,0,0,0,0,0,0,0,0,0,0
63264,1,1,1990,21,21,21,21,21,21,21,21,21,21
63264,2,1,1990,0,0,0,0,0,16,15,0,0,0
63265,1,1,1990,0,0,0,0,0,0,0,0,0,0
63266,1,1,1990,16,16,16,16,16,16,16,16,16,16
63266,2,1,1990,0,0,0,0,0,0,0,0,0,0
63267,1,1,1990,0,0,0,0,0,0,0,0,0,0
63268,1,1,1990,0,0,0,0,0,0,0,0,0,0
63269,1,1,1990,0,0,0,0,0,0,0,0,0,0
63269,2,1,1990,0,0,0,0,0,0,0,0,0,0
63270,1,1,1990,0,0,0,0,0,0,0,0,0,0
63270,2,1,1990,0,0,0,0,0,30,0,0,0,0
63271,0,1,1990,9,9,9,9,9,9,9,9,9,9
63271,1,1,1990,14,0,0,0,0,0,0,19,0,0
63272,0,1,1990,0,0,0,0,0,0,0,0,0,0
63272,1,1,1990,0,0,0,0,0,0,0,0,0,9
63273,1,1,1990,16,16,16,16,16,16,16,16,16,16
63273,2,1,1990,0,0,0,0,0,0,0,0,0,0
63273,3,1,1990,0,0,0,0,0,0,0,0,0,0
63274,1,1,1990,0,0,0,0,0,0,0,0,0,0
63275,0,1,1990,0,0,0,0,0,0,0,0,0,0
63275,1,1,1990,5,0,0,0,18,0,0,0,0,0
63276,1,1,1990,25,25,25,25,25,25,25,25,25,25
63277,1,1,1990,6,6,6,6,6,6,6,6,6,6
63278,1,1,1990,26,26,26,26,26,26,26,26,26,26
63279,1,1,1990,53,53,53,53,53,53,53,53,53,53
63280,1,1,1990,15,15,15,15,15,15,15,15,15,15
63281,0,1,1990,31,31,31,31,31,31,31,31,31,31
63281,1,1,1990,0,0,19,16,0,0,13,15,0,19
63282,1,1,1990,3,3,3,3,3,3,3,3,3,3
63283,1,1,1990,0,0,0,0,0,0,0,0,0,0
63284,0,1,1990,33,33,33,33,33,33,33,33,33,33
63284,1,1,1990,0,0,0,0,0,0,0,0,0,0
63285,1,1,1990,19,19,19,19,19,19,19,19,19,19
63286,0,1,1990,27,27,27,27,27,27,27,27,27,27
63286,1,1,1990,0,0,0,0,0,0,0,0,0,0
63287,1,1,1990,0,0,0,0,0,0,0,0,0,0
63288,1,1,1990,0,0,0,0,0,0,0,0,0,0
63289,1,1,1990,4,4,4,4,4,4,4,4,4,4
63290,1,1,1990,8,8,8,8,8,8,8,8,8,8
63290,2,1,1990,4,4,4,4,4,4,4,4,4,4
63291,0,1,1990,0,0,0,0,0,0,0,0,0,0
63291,1,1,1990,0,0,0,0,0,0,0,13,10,0
63292,1,1,1990,6,6,6,6,6,6,6,6,6,6
63292,2,1,1990,0,13,0,0,0,0,0,0,12,0
63293,1,1,1990,15,15,15,15,15,15,15,15,15,15
63294,1,1,1990,0,0,0,0,0,0,0,0,0,0
63295,1,1,1990,31,31,31,31,31,31,31,31,31,31
63295,2,1,1990,0,0,0,0,0,0,0,0,0,0
63296,0,1,1990,0,0,0,0,0,0,0,0,0,0
63296,0,2,1990,17,28,0,21,30,0,17,0,36,11
63296,1,1,1990,0,0,0,0,0,0,0,0,0,0
63297,0,1,1990,29,29,29,29,29,29,29,29,29,29
63297,1,1,1990,0,0,0,0,0,0,0,0,0,0
63298,0,1,1990,22,22,22,22,22,22,22,22,22,22
63298,1,1,1990,0,0,0,0,0,0,0,0,0,0
63299,1,1,1990,0,0,0,0,0,0,0,0,0,0
63299,2,1,1990,0,0,0,0,0,0,0,0,0,0
63300,1,1,1990,10,10,10,10,10,10,10,10,10,10
63301,1,1,1990,17,17,17,17,17,17,17,17,17,17
63302,1,1,1990,31,31,31,31,31,31,31,31,31,31
63302,2,1,1990,0,0,0,0,0,0,0,0,0,0
63303,0,1,1990,0,0,0,0,0,0,0,0,0,0
63303,1,1,1990,0,14,0,0,0,6,0,0,0,5
63304,1,1,1990,0,10,0,3,0,10,5,10,0,12
63304,2,1,1990,0,0,0,0,0,0,0,0,25,0
63304,3,1,1990,0,0,0,0,0,0,0,0,0,0
63305,1,1,1990,13,13,13,13,13,13,13,13,13,13
63306,0,1,1990,0,0,0,0,0,0,0,0,0,0
63306,1,1,1990,0,0,0,0,12,0,0,0,0,0
63307,1,1,1990,0,0,0,0,0,0,0,0,0,0
63307,2,1,1990,0,0,0,0,0,0,0,0,0,0
63308,0,1,1990,0,0,0,0,0,0,0,0,0,0
63308,1,1,1990,0,0,0,0,0,0,0,0,0,0
63309,0,1,1990,0,0,0,0,0,0,0,0,0,0
63309,1,1,1990,0,0,0,0,0,0,0,0,0,0
63310,1,1,1990,20,20,20,20,20,20,20,20,20,20
63311,1,1,1990,0,0,0,0,0,0,0,0,0,0
63311,2,1,1990,0,0,0,0,0,0,0,0,0,0
63312,1,1,1990,0,0,0,0,0,0,0,0,0,0
63312,2,1,1990,0,0,0,0,0,0,0,0,0,0
63313,1,1,1990,0,0,0,0,0,0,0,0,0,0
63314,1,1,1990,2,0,0,4,0,3,0,0,0,0
63314,2,1,1990,12,0,0,0,14,13,0,0,0,0
63315,1,1,1990,22,22,22,22,22,22,22,22,22,22
63316,1,1,1990,0,0,0,0,0,0,0,0,0,0
63316,2,1,1990,10,0,4,0,0,0,0,0,0,0
63317,0,1,1990,0,0,0,0,0,0,0,0,0,0
63317,1,1,1990,0,0,0,0,0,0,0,0,0,0
63317,2,1,1990,0,0,0,0,0,0,0,0,0,0
63318,1,1,1990,0,0,0,0,0,0,0,0,0,0
63318,2,1,1990,0,0,0,0,0,0,0,0,0,0
63319,1,1,1990,17,17,17,17,17,17,17,17,17,17
63320,0,1,1990,0,0,0,0,0,0,0,0,0,0
63320,1,1,1990,8,0,0,0,3,0,3,0,4,0
63321,0,1,1990,0,0,0,0,0,0,0,0,0,0
63321,1,1,1990,0,0,0,0,0,0,0,0,0,0
63322,1,1,1990,0,0,0,0,0,0,0,0,0,0
63323,1,1,1990,10,10,10,10,10,10,10,10,10,10
63324,1,1,1990,15,15,15,15,15,15,15,15,15,15
63325,1,1,1990,4,4,4,4,4,4,4,4,4,4
63325,2,1,1990,0,0,0,0,0,0,0,0,0,0
63325,3,1,1990,0,0,7,0,0,0,0,0,6,0
63326,0,1,1990,0,0,0,0,0,0,0,0,0,0
63326,1,1,1990,0,0,0,0,0,0,0,0,0,0
63326,2,1,1990,0,0,0,0,0,0,0,0,0,0
63327,1,1,1990,0,0,0,0,0,0,0,0,0,0
63328,0,1,1990,0,0,0,0,0,0,0,0,0,0
63328,1,1,1990,0,14,0,0,0,0,0,0,21,0
63329,1,1,1990,12,12,12,12,12,12,12,12,12,12
63330,1,1,1990,0,0,0,0,0,0,0,0,0,0
63330,2,1,1990,0,0,0,0,0,0,0,0,0,0
63330,3,1,1990,0,0,0,0,0,0,0,0,0,0
63331,1,1,1990,0,0,0,0,0,0,0,0,0,0
63331,2,1,1990,0,0,0,0,0,0,0,0,0,0
63332,1,1,1990,0,0,0,0,0,0,0,0,0,0
63332,2,1,1990,0,0,0,0,0,0,0,0,0,0
63333,0,1,1990,0,0,0,0,0,0,0,0,0,0
63333,1,1,1990,0,0,0,0,0,0,0,0,0,0
63334,1,1,1990,0,0,0,0,0,0,0,0,0,0
63334,2,1,1990,0,0,0,0,0,0,0,0,0,0
63335,1,1,1990,21,21,21,21,21,21,21,21,21,21
63336,1,1,1990,0,0,0,0,0,0,0,0,0,0
63337,1,1,1990,0,0,0,0,0,0,0,0,0,0
63338,1,1,1990,0,0,0,0,0,0,0,0,0,0
63338,2,1,1990,0,0,0,0,0,0,0,0,0,0
63339,0,1,1990,0,31,0,30,37,14,23,0,11,49
63339,1,1,1990,0,0,0,0,0,0,0,0,0,0
63340,1,1,1990,16,13,0,0,0,13,10,24,31,0
63341,0,1,1990,0,20,0,0,0,0,0,0,0,43
63341,0,2,1990,0,0,0,0,0,0,0,0,0,0
63341,1,1,1990,0,0,0,0,0,0,0,0,0,0
63342,0,1,1990,20,20,20,20,20,20,20,20,20,20
63342,1,1,1990,0,0,0,0,0,0,0,0,0,0
63343,1,1,1990,16,16,16,16,16,16,16,16,16,16
